emp_id,review_link,review_title,review_rating,emp_info,review_time,pros,cons
empReview_15796971,/Reviews/Employee-Review-Glassdoor-RVW15796971.htm,2 years in and still loving it,5.0," Anonymous Employeein Mill Valley, CA","Jul 7, 2017",Honestly the best place I've worked at in my career to date. Incredible culture. Leaders drive hard but lead with compassion. People care about the mission and the success of the company and want to do what is right. And my team are some of the smartest people I've ever worked with.,Nothing really. We're still an early stage company and figuring stuff out. We're doing well but have a long road ahead of us to achieve our ultimate ambition of being the world's largest jobs site.
empReview_15886204,/Reviews/Employee-Review-Glassdoor-RVW15886204.htm,They're trying to get it right,5.0, Account Manager,"Jul 13, 2017","This is hands down the best company I've worked for (and I have worked for companies featured on our BPTW list). I'm surrounded by smart, motivating and wonderful people each day. I have a manager who has helped me grow more in the past year then I thought I ever could. 

As you can see in just about every recent review, yes the road is bumpy right now. But, I do genuinely believe management and leadership is fighting to make it right. It's hard to see GD as a start-up but we are still adapting to this hyper growth and I'm trying to be patient with management as they pave the road ahead. 

There are some absolutely amazing leaders and mentors here at Glassdoor. As we grow as a company, current employees are being given a unique opportunity to learn and test their own limits.","Every review before this has mentioned the issues with compensation and quota. It's been really challenging on the growth side. 

Because we're Glassdoor, cultural transparency is king. However, when it comes to logistical and operational transparency that's where things get grey and where honestly, I don't think there is any. 

Communication continues to be a roadblock. Changes will happen and teams will have to wait weeks to find out really critical information like who their manager will be and what accounts will land in their name for the next quarter. It's hard to charge ahead with confidence when you feel like you're being left in the dark with little consideration form leadership."
empReview_22470156,/Reviews/Employee-Review-Glassdoor-RVW22470156.htm,Incredible Sales Team!,5.0," Account Executivein Chicago, IL","Sep 13, 2018","- Strong mission
- Great benefits and perks
- Opportunity to sell an amazing product
- Great people all around, management truly supports you
- Fast paced environment with aggressive/attainable quotas
- The CEO Robert Hohman really cares about his employees","- Chicago office needs to allow dogs on-site (maybe every Friday?), the California office allows dogs. Huge con for dog lovers."
empReview_5226824,/Reviews/Employee-Review-Glassdoor-RVW5226824.htm,What an amazing place to work,5.0," Directorin Sausalito, CA","Oct 22, 2014","I joined Glassdoor recently and I am so glad I did. Everything and everyone is awesome here. Very very smart and fun people to work with. They really know how to treat their employees. Lots of perks and benefits but you are expected to be great at your work which is awesome. Oh and wait, did I say that the location rocks!","I haven't seen any so far. I guess its very open environment so if you are sensitive to noise, this might be an issue for some."
empReview_7331654,/Reviews/Employee-Review-Glassdoor-RVW7331654.htm,"Great place to work, good people",4.0, ,"Jul 23, 2015","-The people are great and a wonderful work environment/culture has been created as a result of that. Starting from the top, the values of most people in the company are aligned to do what's best for the company and to help each other grow. Most importantly, there's tons of opportunity, and it's mostly a merit based org, where the smartest and most useful ideas/people/initiatives win out.
-Management/executives are awesome- really smart and great attitudes.","It's easy to get lost and ultimately you really have to go after what you want. It's a tough place to work for analysts, the function isn't built out, it's sprinkled throughout the org, which makes it easy to get stuck. As an individual, the more you know and build, the harder it is to expand your scope and function...bit of a catch 22 (often times the nature of a smaller company)."
empReview_15788962,/Reviews/Employee-Review-Glassdoor-RVW15788962.htm,Not too shabby,4.0," Account Executivein Chicago, IL","Jul 7, 2017","Great teachers, leaders and motivated employees; everyone here has a great outlook and appetite for success. Exciting time to be in Chicago as we are moving to a new office and seeing the company grow has been awesome! 

Free food 3x a week with a lot of opportunity for happy hours and a great work life balance.","The office atmosphere is relaxed, but there are clear favorites in the crowd that seem to be promoted into positions that they aren't necessarily a fit for, just based on campaigning successfully. The pay isn't all that great, they continue to change our comp plans to be ""awesome"" but truth be told unless you're hitting 100% every single month, you won't get the full pay out and there is still unclear and untold terms which makes people skeptical."
empReview_21318135,/Reviews/Employee-Review-Glassdoor-RVW21318135.htm,Feels like home,5.0," Sales Development Representativein Mill Valley, CA","Jul 3, 2018","I love working at Glassdoor. The company mission resonates with me and is always reiterated. I love my manager and my co-workers. The company puts on fun events, the office is beautiful and dog friendly. Everyone is nice and friendly as well. I am able to be a leader and am never told that something is out of reach if it's something I want to do. My teammates support me and my managers encourage me.",I have no complaints. I truly love working at Glassdoor!!!!!!!!!!!
empReview_1109480,/Reviews/Employee-Review-Glassdoor-RVW1109480.htm,Probably the most promise I have ever seen in a company,5.0," Senior Systems Administratorin Sausalito, CA","Sep 15, 2011",The company is filled with passionate people who really want to do good in the world. The culture is positive and the leadership is aggressive and competent. The company is very open and let's you know what the goals and progress toward them are and you do truly feel like you are a part of the big picture.,The company is so aggressive and fast moving that if you don't have the energy don't even think of trying to step up.
empReview_4323505,/Reviews/Employee-Review-Glassdoor-RVW4323505.htm,A company that cares,5.0," Technical Project Managerin Sausalito, CA","Jun 1, 2014","- Flexible working hours (not a typical 9-5 job)
- Culture fit is a necessity -- everyone here is friendly and open
- Very lateral organization -- while there is a hierarchy, communicating ideas and getting resources isn't too much of a struggle
- Open door policy","- Better communication between different departments i.e. engineering x sales 
- While unlimited PTO is great, the longer you have been on the job, the harder it is to take time off -- not sure if this falls on the company but it is something management should be aware of"
empReview_14433932,/Reviews/Employee-Review-Glassdoor-RVW14433932.htm,Not as good a company as advertised,2.0," Sales Development Representativein Mill Valley, CA","Mar 31, 2017",Glassdoor is trying to be innovative.  There are good people who work there.  I think that it could be a good place to work.  The benefits and perks were pretty good.,Management generally does not live up to good values and treat people fairly.  They have an image that they have created of helping to bring transparency to the workplace but that value is absolutely absent at Glassdoor.  I'm most upset by the fact that they pretend to be better than other workplaces and the reality doesn't live up to it.  So basically I hate hypocrisy and that is very present there.
empReview_14741867,/Reviews/Employee-Review-Glassdoor-RVW14741867.htm,Great place to work!,5.0, Senior Account Executive,"Apr 22, 2017",Glassdoor has overall been amazing experience. The people who work for Glassdoor are truly amazing and care about the product. The Glassdoor mission is clear and product is great. I couldn't be happier.,"Like every startup, there are growing pains. This past year was tough with quotas a bit of a stretch. However, management took note of the miss and made the correction. We are back on path and heading for a great year."
empReview_3856752,/Reviews/Employee-Review-Glassdoor-RVW3856752.htm,"Working out the kinks, but still offering impressive opportunities",5.0," Anonymous Employeein Sausalito, CA","Mar 12, 2014","Glassdoor has a very casual, laid back office environment. Unlimited paid time off, which ensures no one really takes vacation (perception is reality, so this is a positive). If you apply yourself, work hard and can find your own answers, many opportunities for advancement are made available.","Company is rather siloed across departments, making cross-department collaboration very difficult at times. Recent growth seeks to change this, however history has formerly told a different story."
empReview_7181802,/Reviews/Employee-Review-Glassdoor-RVW7181802.htm,Great culture and people but need to address scaling issues,4.0," Director of Productin Mill Valley, CA","Jul 10, 2015","People are fun, smart and motivated. They genuinely like being there. The CEO is very open and transparent about pretty much everything. A lot of information is shared in weekly all hands meetings, and employees do have a good idea of where the company is heading, the challenges ahead, why they make certain decisions (like funding rounds), etc. 

It is definitely a high-potential company. Glassdoor is not going away and an IPO is inevitable. So probably a decent upside for those who stick around. And of course the perks are fantastic. Catered and healthy food, free well-equipped gym with free crossfit/bootcamp/yoga classes, snacks, kayaks to take out into the bay, etc. Location is beautiful, right by the bay with views of water and hills, and running trails all around.

From a product mgmt perspective, the engineers are high quality and take a lot of ownership. Things move pretty fast from ideation to execution.","While I believe that everyone in the executive leadership team is well-intentioned and want Glassdoor to succeed while creating a great culture, I think more needs to be done in order to scale. This is especially true in the product and marketing organizations. It is always hard for founders or early employees to make room as the company grows and to cede control. The shift from being a scrappy startup to a well-oiled growth engine with good processes/practices is not an easy one, but the change needs to be made. For this to happen, senior leaders need to move away from being very hands-on and driving every decision top-down to empowering their employees, trusting them to do the right things and encouraging constructive discussions/arguments. As a product leader especially, you cannot keep throwing terms like ""let's be scrappy"" when you should be driving sound practices through the product org that encourages good long-term planning, roadmapping process, socializing with stake holders, running experiments, etc. And when product managers feel like they do not have clear ownership and are mere foot soldiers when decisions are top down, then they will struggle to excel at their jobs. They will be left to defend ideas with various stake holders that are not their own and that they don't necessarily even believe in."
empReview_9498618,/Reviews/Employee-Review-Glassdoor-RVW9498618.htm,"Vibrant, transparent work place.",5.0," Anonymous Employeein Mill Valley, CA","Feb 8, 2016","Such a pleasant company all around. A vibrant, encouraging workplace with passionate, bright and dedicated employees. Our team truly lives by our mission - to help people find a job and company they love. Glassdoor management enables its employees to learn and grow. Very transparent workplace. Awesome culture, great people, amazing product.","With change comes challenge, however, I have found that with the challenges employees are encouraged to take part in the conversation and are empowered to do so."
empReview_24572733,/Reviews/Employee-Review-Glassdoor-RVW24572733.htm,Not a great company for growth,2.0," Anonymous Employeein Mill Valley, CA","Feb 6, 2019","Good Benefits 
Catered Lunches
Free Gym and Gym classes","Very little room to grow, often those who get ahead do so through nepotism.  Glassdoor does not pay at a competitive market rate which is ironic in itself. The company hires the same cookie cutter people from Marin and there is a serious lack of diversity within the company. There is zero culture the only decent events are Halloween but even then people hang out downstairs for about 20 mins and then go back to work."
empReview_29580106,/Reviews/Employee-Review-Glassdoor-RVW29580106.htm,"Great people, tough job.",3.0," Account Executivein Chicago, IL","Oct 2, 2019","Virtually everyone in that office has a great sense of humor and makes it much easier to spend 40+ hours a week there. The sales floor is the most collaborative I have worked on - reps really go above and beyond to help their peers. That's largely due to excellent Sales Managers and Directors. However, when it's all said and done, Monday Moves is the lifeblood of this organization.","Most of the downsides to the role aren't exclusive to Glassdoor, Sales is just a hard job. That being said, reps can feel like they're on an island due to poor communication across departments. Customer Support/on-boarding is lacking for smaller clients, Sales Operations seems to be a department with two full time employees, and I was genuinely shocked to learn we even have a Marketing Department. To Glassdoor's credit, the interdepartmental struggles have been a priority and I'm confident they'll continue to improve."
empReview_20243774,/Reviews/Employee-Review-Glassdoor-RVW20243774.htm,Senior Account Executive,5.0, Senior Account Executive,"Apr 20, 2018","I love working here. Great leadership, opportunity to learn and grow professionally and personally, good opportunity to make money, great culture, great product to sell. Couldn't have picked a better place to work career wise.","None really come to mind. Glassdoor is growing and with growing comes change, but I wouldn't necessarily say that's a bad thing. Sometimes routines will get thrown off with new processes being implemented as we scale"
empReview_13414090,/Reviews/Employee-Review-Glassdoor-RVW13414090.htm,The highest highs and the lowest lows,3.0," Anonymous Employeein Mill Valley, CA","Jan 20, 2017","Glassdoor made a lasting impact on my career, and set the bar really high for anywhere else I go now. 
The pros of working at Glassdoor start with the people who make up the company. I made some of my best friends here and became a part of the big family. Sounds cliche but we were bonded under a strong vision and belief in bettering peoples lives through transparency. 
Robert was and still is an amazingly inspirational leader. It's hard to find that type of leader and it's certainly not at any old start up out here in the Bay. I feel lucky to have followed Robert for close to three years during our high growth phase.
Autonomy and a value on work-life balance. We really walked the walk at GD with regards to letting people work how they wanted to just as long as they were getting their job done. I valued the unlimited PTO policy when we still had it.
A brand and belief that is fundamentally changing the way companies treat and engage with their employees. It's really cool to feel a part of something bigger, and in my own small way as an SDR and then an AE I got to contribute to helping spread our mission and change the HR landscape. This isn't something you come across at every company. And it's a big deal and a reason GD enjoys such loyal employees who ""bleed green"" and run through brick walls for their company.","I've struggled with writing this review for 6 months now. I wanted my feedback to be balanced and when I left I had felt a lot of anger that has now subsided. I've been through quite a bit during my almost 3 yrs with Glassdoor and have seen the company change from a crazy fast growth start up to a bigger, more corporate machine.
Some cons that eventually added up to me departing (and it wasn't an easy choice):
1) Not being set up for success in sales. I had a particularly rough go of it with a particularly bad territory but managed to hold on until we flattened it (that helped a lot and all the reps who had territories outside of the Bay Area or NYC started hitting quota). I want to make clear that flattening the territories isn't something every company does and I have a ton of admiration for Robert and our sales leadership at the time for their ownership and accountability in fixing the problem.  Unfortunately more problems persisted along side and afterwards.
2) Constant moving targets. Some of this is to be expected as we are in a fast growth company who in a lot of ways is ""still figuring it out."" The target as of now is hitting an AE2 quota for 1 year before  you can become an AE2. Then, you aren't given any actually better accounts or tools to hit your higher quota. What resulted was a bunch of burnt out AEs who get to AE2 and then falter. The AEs who were able to only sit as an AE2 for one quarter were able to mitigate this effect (commonly referred to by all AEs) known as the ""AE2 curse."" Might be due to point #3. 
3) Crazy rampant politics amongst middle management. Unfortunately there's a couple offenders who treat some of their reps worse than others simply because they didn't suck up to them as much as they would like. We haven't been operating as a meritocracy like we claim to be. It's created a very toxic culture and bred resentment amongst the reps who weren't ""favorites."" 
4) Managers are ineffective. This was the final straw for me. I stayed through everything listed above because I had a manager that genuinely cared about my success and happiness. Once I was placed under a new manager it wore down my self-esteem, self-worth, and made my one-on-ones a constant chess match of who could ""win"" the argument. I no longer had anyone in my corner, in fact, after constant threats and snarky remarks it felt like I had an enemy."
empReview_15789422,/Reviews/Employee-Review-Glassdoor-RVW15789422.htm,"Growing, Exciting Things To Come",5.0," Account Executivein Chicago, IL","Jul 7, 2017","In sales, there are always challenges and GD is not immune. But they seem to be open to feedback and willing to listen. The org isn't too huge so you don't feel like you're just a number.","Not as many perks as some of the bigger companies in the Chicago area but that's going to change with the new building opening in the fall, I think."
empReview_22185473,/Reviews/Employee-Review-Glassdoor-RVW22185473.htm,Slow and Steady,4.0," User Experience Designerin Mill Valley, CA","Aug 27, 2018","Glassdoor has come a long way in developing a culture where design has an equal part in high-level decisions. They're also developing a legitimate UX team that will help fully support these decisions. The Director of UX played a big part of this by taking a small but very talented team, and helped to not only strengthen the team as a unit, but created a productive cadence and encouraged everyone to communicate the value of design to every stakeholder. 
The knowledge and support I received from higher level designers was invaluable, and something I will bring with me and share with others.","The biggest frustration for me, was the lack of strategy and focus at the top level. This made it difficult for me as a decent UX designer to fully understand the main user goal for any product i was working on, as the scope of the project changed dramatically throughout its lifecycle."
empReview_2189342,/Reviews/Employee-Review-Glassdoor-RVW2189342.htm,"Fun, fast-paced company and tremendous growth potential!",5.0," SAEin Sausalito, CA","Dec 7, 2012","Great culture. Great environment for collaboration. 100% paid medical, dental and vision. Get to wear jeans to work. Honestly there isn't one person I don't enjoy working with- management has done a great job with selecting the ""right-fit"" people to work here. We joke that there's a ""no a**hole policy"". I look forward to coming to work everyday.","Rapid growth, constant change, and a disjointed onboarding program (which is in the process of being streamlined)."
empReview_12863842,/Reviews/Employee-Review-Glassdoor-RVW12863842.htm,Great place to work!,5.0," Search Marketing Managerin San Francisco, CA","Dec 2, 2016",Great minds at this company.  Nurtures my personal want to improve and increases my drive.,"A lot of long time employees leaving due to a supposed ""culture change"" but I have not been around long enough to know the difference from 5 years ago."
empReview_13653554,/Reviews/Employee-Review-Glassdoor-RVW13653554.htm,"Growing too fast, lack of competence in key roles at all levels",2.0," Anonymous Employeein Mill Valley, CA","Feb 6, 2017","It's a young, dynamic place and offers pretty good benefits.  Pre-ipo, so they offer stock options to top up the low salaries.","The company is growing so fast that there are a bunch of managers who are obviously inexperienced, incompetent and untrained.  Upper management hires people like crazy, works them hard, then treats them like crap.  They are so intent on improving the bottom line they keep screwing things up then laying people off to act like they're being fiscally responsible.  The incompetence of some of the key managers (even in the executive suite) is truly scary!"
empReview_15464168,/Reviews/Employee-Review-Glassdoor-RVW15464168.htm,Amazing Learning Experience - Vision/Leadership still unclear,4.0," Salesin Mill Valley, CA","Jun 13, 2017",The people!! You will see time and time again that the people that work for this company are absolutely amazing.  The office location can sometimes have you stranded due to flooding but almost always it is sunnier than the city.  Lunch every day was delicious and it was also helpful to have the gym to workout whenever you wanted.,"The Company

I feel like Glassdoor hasn't quite defined what they want to do yet. Do they want to focus on branding? Do they want to focus on Jobs? Do they want to focus on Salaries/Data? When I was there I wasn't quite sure what the play was, and I think the company is currently struggling with the same questions.  How the product is sold also poses as a risk for the company. Sales people have to sell the vision of Glassdoor using mashed up ROIs in order to get Marketing/HR/Recruiting to invest. I think this is why the sales/cs team is such a large portion of the company (about 1/3 last time I was there) and I think there needs to be some creative thinking as I don't see the large proportion of sales as scalable.

Leadership

I think Sales Leadership is lacking.  Glassdoor is not ready to become a public company if the leaders of the sales org cannot carry a number they signed off on. Leadership consistently ""signs off"" on decisions and then doubles back on this and says they never signed off or were pressured to do so, you will hear every excuse in the book instead of them owning it. This type of leadership unfortunately has percolated to the bottom, where now Sales Reps and Sales Managers think it is okay to do this when they aren't hitting their numbers as well, this is why quotas changed 5+ times during my time there. The culture has turned into the blame game versus grit. Let's be honest, at most Saas companies in the bay area  30-40% of the sales org hits their quotas. 

HR/Promotion Cycle
Glassdoor has a tight budget, don't expect to get promoted even if recruiting tells you that during your calls with them. I had 3 managers during my time and unfortunately this meant I didn't have anyone fighting to get me the salary I deserved. Don't expect anything to be given to you even if you do amazing work."
empReview_9548213,/Reviews/Employee-Review-Glassdoor-RVW9548213.htm,Great company.  Helpful coworkers.,5.0," Software Engineerin Mill Valley, CA","Feb 12, 2016",It's a great company that practices what it preaches.  Management works hard at transparency and helping workers succeed.   It's awesome to work at a company that is helping to transform the American workplace by letting people know what they are getting into.,Training of new engineering employees could be improved.  Engineers may not be familiar with the needs of recruiters that use the site.
empReview_21267061,/Reviews/Employee-Review-Glassdoor-RVW21267061.htm,Where is the leadership?,3.0, Marketing,"Jun 29, 2018","The acquisition ($$$)
I am generally proud of the work I put out, despite serious lack of leadership within the marketing org as of late
Flexible hours (good for families)","Transparency and company/team vision have gone completely out the window. This has been an issue long before pre-acquisition...we need a GLINT survey stat. Marketing leadership says that we ""are more aligned than we have ever been"" yet our QBR made it clear that it's not just my team that is getting insufficient direction and support from the top. Everyone is scrambling. Maybe leadership is just waiting for their check to leave. I'm coming up on a work anniversary and then I will be leaving. It's likely many others will do the same since no one knows what is going on."
empReview_14514328,/Reviews/Employee-Review-Glassdoor-RVW14514328.htm,Left with mixed feelings,3.0," Senior Software Engineerin Mill Valley, CA","Apr 6, 2017","- Glassdoor is a good place to work. They have their issues but the important thing is the senior leadership (CEO) is very open and willing to change the direction of the product/company if it comes to that. Robert's office is always open and you can ask him questions (anonymously, if you prefer) during company huddles.

- Nothing is set on stone - things could change. Glassdoor as a company improves upon their product tremendously. They run A/B tests and are willing to pivot their product direction if necessary. I believe that's very important for a growing company to succeed. 

- Coworkers. They are all amazing bunch of people. I have made some good friends while working there. 

-  Company offers tons of perks - gym with shower, lunch, snacks, $50 mobile phone bill credit, game room, free or close to free health insurance etc.

- Dog friendly.","- When I first joined Glassdoor it was the best company I ever worked for. The team was small and we were moving fast but without compromising in quality (i.e by shifting the deadline by a day or two if the product wasn't quite ready). As the company grew, stories became open ended and deadlines became almost impossible to shift which forced us to compromise in quality. There were at least three instances I could recall in the past year where we were given a hard deadline but without ironing out the details of the story or having final designs. In all three of those cases, we either didn't end up using that product or shifted the deadline so we could roll it out all together with rest of the teams.

- Most of us are underpaid. This became clear when we launched Know Your Worth Tool. A former colleague of mine who left Glassdoor had told me about the 30% salary increase he/she got at their new place. 

- My new manager was micromanaging the team. He/she always wanted to know what we were working on (even though he/she was there for the daily standup). My manager would listen in to our conversation with fellow colleagues and provide unsolicited opinion."
empReview_26455078,/Reviews/Employee-Review-Glassdoor-RVW26455078.htm,"A Rapidly Declining Culture, Values and Environment",3.0," Salesin Mill Valley, CA","Jun 3, 2019","Career development & growth: I have been working at Glassdoor for 3 years and have been promoted 3 times which is amazing because once you build your internal brand and perform well, chances are that you will get promoted. Like any other organization you need to play your cards well and build the right reputation and relationships to speed up your promotion track, but overall, movements do happen frequently.

Great benefits & work life balance: Free catered lunch (amazing), dog friendly office (it helps owners and other employees to feel emotionally supported with so many cute dogs in our teams), 401K match (this took a few years but it's amazing that we have it now), very flexible PTO policy as long as you are performing on your numbers, awesome health/dental policies and an ok working from home policy. 

Office location: This is tough for people that live in the city or if they don't have a car to drive to the office, but being right on the water in the Marin county has elevated the company culture and it's refreshing to work in this beautiful ""suburb"" only 4 miles north of SF/Marina neighborhood. 

Lower Management: I have had 4 different managers here and every single one of them were amazing human beings, very empathetic, always supporting reps, passionate about our career and personal development and overall very hard working people that is extremely hard to find in the bay area  especially in Sales.","Upper management & executive team: Leadership is very removed from the needs and struggles of the lower end of the workforce - with the most recent news of Glassdoor HQ moving to the city, I was expecting a more reasonable announcement to get employees more excited and pumped about moving to SF. But, because they are so disconnected with what we need, it was a very disappointing announcement in our monthly all-hands meeting and actually quiet insulting. Yes, we all understand that moving to the city is more beneficial to attract new talent and grow our company. However, just being located in the city doesn't get Glassdoor the ""top talent"" we are looking for - it certainly makes it easier but if we are not considering a competitive perks & benefits package in addition to our ""hot new office in the city"" this will only get us the average candidate that can't get hired at other hot companies/startups in the city. 

This is not the first time that upper management has made announcements without reasonable preparation or understanding of employees needs and concerns. In fact, during the all hands meeting, when we were raising our hands to share our concerns/ask questions, a few leaders were laughing at our comments and making it sound like we were ridiculous for surfacing these concerns which was both insulting and disappointing. Additionally, for a company that always preaches ""transparency"" and ""culture"" they didn't consider for once how people will react to these not very well presented announcements and made it very obvious that ultimately the decisions will be made regardless of the impacts they may have on people's lives and there is no room for review, hence why I am very disheartened by leadership and their decision making process. 

Priorities: If you are an engineer or a technical talent looking for a job at Glassdoor, this is the right time because literally that's all they care about - if you are in Sales or Customer success, think twice because we are not given the right resources or teams to help us success in our roles. 

Customer Success:"
empReview_4353491,/Reviews/Employee-Review-Glassdoor-RVW4353491.htm,Best job ever!,5.0," Public Relationsin Sausalito, CA","Jun 5, 2014","I love my job, and I love helping others find jobs they love. The culture at Glassdoor is unlike anywhere else I've worked, and it all trickles down from leadership and managers. Glassdoor is an open, transparent and supportive environment, which I truly value. The thing I like most about working here is the fact that I believe in Glassdoor's mission and vision, and I know my co-workers do too. My colleagues are super smart and passionate, and it's infectious.

Located in beautiful, sunny Sausalito, I enjoy riding my bike to work, eating on our deck overlooking the Bay at lunch and taking free yoga classes outside. Work/life balance is good with flexible scheduling and ability to work from home when you want or need to. We have an unlimited vacation policy, and whenever I'm on vacation, I'm encouraged to actually be on vacation - no checking emails or working!

The benefits and perks are wonderful with free lunch daily (salads, sandwiches, soup, daily hot dishes), a beautiful gym with high-end equipment and locker room, game room, beer on tap, Philz coffee, kayaks, standing desks, dog friendly (shoutout to Ruby!), etc. We have good healthcare, vision, dental and commuter benefits (for people that take public transportation) as well. Salary, bonuses and stock options are fair.

It really is the best job I've ever had, and I enjoy coming to work every day.","The biggest downside of working at Glassdoor is the commute (if you live in SF or beyond). Riding/driving over the Golden Gate Bridge every day has its perks so it isn't all bad, but if I could change anything I would move the entire Glassdoor campus to San Francisco. 

Communication between departments can improve (and is improving!), especially as we continue to grow.

Though commuter benefits are awesome, I'd love to see a bike commuter benefit program put into place."
empReview_13573689,/Reviews/Employee-Review-Glassdoor-RVW13573689.htm,Loving it at Glassdoor.,5.0," IOS Engineerin Mill Valley, CA","Jan 31, 2017",Management has a clear and realistic vision is focused on what really matters and is able to punt on the things that don't meet that bar.,"Nothing yet!  I started three months ago and really like the environment we can bring our dogs, take a kayak at lunch and there is an on site gym."
empReview_5560739,/Reviews/Employee-Review-Glassdoor-RVW5560739.htm,Absolutely Amazing,5.0," Enterprise Sales Account Executivein San Francisco, CA","Dec 18, 2014","Hands down the most fun place I have worked.  The entire organization, from product, to engineering, sales, to C Suite are fantastic.  It is exciting to be part of an organization where everyone truly believes in what we do.","Typical hyper growth startup challenges.  Territories shifting, policies changing etc.  However, these challenges, if you can call them that, are dwarfed by how great it is to work with such a wonderful group of people."
empReview_10111909,/Reviews/Employee-Review-Glassdoor-RVW10111909.htm,"Company Morale Hurting, Especially in ENT Sales",4.0, Enterprise Sales,"Mar 31, 2016","-Unmatched company culture, best I've seen and will ever see. Fun place to work, great work environment, when I first started I walked in with a smile on my face every day
-The CEO is a great leader. Transparent, honest, smart, and most importantly, extremely passionate about our mission. Feels like he's not in this to make money, but to change the world of employment. Elon Musk of employment. 
-Pick any 10 people that work here and they will start their own successful company. The talent here is above and beyond what the Bay Area has to offer. I'm shocked we aren't being poached left and right, and offered Teslas to leave. 
-Work/life balance is great
-We will be the next Linkedin one day, and when that day comes, this will be the easiest sale in the industry.","-Compensation will be the difference in top ENT reps staying or going. A top performing Enterprise sales rep who has brought in millions for the company gets paid the same with the same opportunities as someone who was hired yesterday. Why would that rep stay? He/she can make 40% more anywhere else with an immediate promotion, equity, and equal benefits.
-More compensation issues. All the blood, sweat, and tears that went into hitting our best year ever last year was quickly forgotten when I was told I was being paid the same this year with a significant quota increase and significantly more responsibility. 
-This is the hardest sale in the industry, and I honestly think the hardest sale period. It forces the sales team to be the best, and we are, but aren't treated like it sometimes. 
-So many communication issues internally and broken processes. I'm not going to list them because it would take too long."
empReview_11462729,/Reviews/Employee-Review-Glassdoor-RVW11462729.htm,"Happy I'm No Longer There. Thanks, Glassdoor",2.0," Account Executivein Mill Valley, CA","Aug 4, 2016","-Both of the managers I had as an AE were fantastic. They were supportive, encouraging and genuinely cared about me, my teammates and the overall growth of the company. They were well-respected by other departments and epitomized GRIT. 
-Bootcamp class! 
-The Glassdoor mission. I believed in it.  I was genuinely passionate about being an advocate for Glassdoor because I understood how valuable the site was to employers and job seekers alike in matchmaking employers and job seekers.","Change in management within the AE tier.  That is when things started going downhill.  I was placed on a performance plan in January; however, the problem was that I was not informed this was a possibility after Q4 had wrapped.  Talk about being transparent.  Unlike other sales orgs, this ""plan"" was not designed to help me succeed.  In fact, it was the opposite.  AE quotas had not been determined.  So I was expected to hit a certain percentage of an undetermined goal.  Great.  And had less than 30 days to do so from the time I was placed on said plan.  Cool.  This was also my first time on plan.  Fantastic.  I fought to stay and asked for a fair shot at hitting quarterly quota, which still hadn't been determined at that time.  Adding to the sting: the deals I had up-sold (2-year deals vs. standard 1 year) were ignored.  Those deals would have prevented me from being on ""plan"" altogether.   After a lot of back and forth, a ""compromise"" was reached at the end of January that gave me until the end of February to hit quota, which was still unofficial and hand-written onto my plan contract.  I've been in sales for 5+ years.  Being on plan scares everyone.  But my biggest frustration was the lack of professionalism upper management showed. It was as if Glassdoor's focus on transparency no longer applied.  ""Don't tell anyone you're on this plan.""  
At that point, I laughed.  I could not understand how the same company, the company I loved to work for, could expect me to ""be ethical,"" ""do the right thing"" and ""help people find jobs and companies they love.  Are you kidding me? What a joke."
empReview_12282456,/Reviews/Employee-Review-Glassdoor-RVW12282456.htm,#LoveMyJob,5.0," Anonymous Employeein Chicago, IL","Oct 12, 2016",Close-knit team; great work-life balance; feeling of being at the beginning of a BIG movement in Chicago.,"There are none for me, personally, at the moment. I find that there are always growing pains when companies open new offices and add staff, but the way that Glassdoor is going about it is perfect- deliberate, and maintaining the culture."
empReview_21515342,/Reviews/Employee-Review-Glassdoor-RVW21515342.htm,Enterprise Account Manager - No Win!,2.0," Enterprise Account Managerin Mill Valley, CA","Jul 17, 2018",The greatest part of Glassdoor are the people that I work with.,"For the past 4+ years Glassdoor has been trying to figure out how to organize internally and how to structure the goals. This is still a struggle as no one in leadership has a clue regarding the growth side of the business and how to make goals fair across the teams. I am not sure how many years they are going to try and put a “one size fits all” approach on this until they realize that does not work. There is no parity in size of books, types of accounts, past history on accounts (which will clearly dictate future growth), etc. There is no forgiveness in the plan and frankly the ability to make your OTE is almost impossible unless you are a lucky few. Throughout my tenure here, they keep saying “we messed up” and then do little things to try and correct, but they only correct for those who have already reaped the benefits. Additionally, their is NO support for the ENT growth tier. It has become abundantly clear that unless you are in new business or on the strat team, that your success will always be a struggle here and you are completely on your own."
empReview_32189146,/Reviews/Employee-Review-Glassdoor-RVW32189146.htm,Take a look into senior leadership,2.0," Account Executivein Chicago, IL","Mar 3, 2020","Flexible hours, the people for the most part, snacks, company outings","Senior leadership preaches transparency every single day yet hides a lot of things behind closed doors. Furthermore, they don't set up outside sales hires for success. The book of account are a mess, bad data, tons of time is spent cleaning those up day in an day out and they teach pressure selling which causes great opportunities/accounts to never want to talk with us again."
empReview_491650,/Reviews/Employee-Review-Glassdoor-RVW491650.htm,Glassdoor Review,5.0," Content Moderatorin Canton, OH","May 9, 2010","-Work at home
-Flexible hours
-Great balance of home life and work life
-Great people to work with
-Interesting work 
-Proud to be part of a growing company","-Can be isolating working at home
-Can be hard to balance work/home at times
-Benefits for part time"
